,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw,spiw
2017-03-03,127.74,127.13,128.32,129.05,128.98,129.08,129.95,135.22,138.41,141.08
2017-03-10,127.13,128.32,129.05,128.98,129.08,129.95,135.22,138.41,141.08,138.04
2017-03-17,128.32,129.05,128.98,129.08,129.95,135.22,138.41,141.08,138.04,139.58
2017-03-24,129.05,128.98,129.08,129.95,135.22,138.41,141.08,138.04,139.58,135.98
2017-03-31,128.98,129.08,129.95,135.22,138.41,141.08,138.04,139.58,135.98,132.56
2017-04-07,129.08,129.95,135.22,138.41,141.08,138.04,139.58,135.98,132.56,129.88
2017-04-14,129.95,135.22,138.41,141.08,138.04,139.58,135.98,132.56,129.88,123.60
2017-04-21,135.22,138.41,141.08,138.04,139.58,135.98,132.56,129.88,123.60,119.11
2017-04-28,138.41,141.08,138.04,139.58,135.98,132.56,129.88,123.60,119.11,122.55
2017-05-05,141.08,138.04,139.58,135.98,132.56,129.88,123.60,119.11,122.55,122.53
2017-05-12,138.04,139.58,135.98,132.56,129.88,123.60,119.11,122.55,122.53,124.30
2017-05-19,139.58,135.98,132.56,129.88,123.60,119.11,122.55,122.53,124.30,128.85
2017-05-26,135.98,132.56,129.88,123.60,119.11,122.55,122.53,124.30,128.85,130.32
2017-06-02,132.56,129.88,123.60,119.11,122.55,122.53,124.30,128.85,130.32,129.27
2017-06-09,129.88,123.60,119.11,122.55,122.53,124.30,128.85,130.32,129.27,127.71
2017-06-16,123.60,119.11,122.55,122.53,124.30,128.85,130.32,129.27,127.71,130.06
2017-06-23,119.11,122.55,122.53,124.30,128.85,130.32,129.27,127.71,130.06,129.96
2017-06-30,122.55,122.53,124.30,128.85,130.32,129.27,127.71,130.06,129.96,133.52
2017-07-07,122.53,124.30,128.85,130.32,129.27,127.71,130.06,129.96,133.52,134.48
2017-07-14,124.30,128.85,130.32,129.27,127.71,130.06,129.96,133.52,134.48,137.83
2017-07-21,128.85,130.32,129.27,127.71,130.06,129.96,133.52,134.48,137.83,139.17
2017-07-28,130.32,129.27,127.71,130.06,129.96,133.52,134.48,137.83,139.17,139.74
2017-08-04,129.27,127.71,130.06,129.96,133.52,134.48,137.83,139.17,139.74,143.62
2017-08-11,127.71,130.06,129.96,133.52,134.48,137.83,139.17,139.74,143.62,151.61
2017-08-18,130.06,129.96,133.52,134.48,137.83,139.17,139.74,143.62,151.61,150.31
2017-08-25,129.96,133.52,134.48,137.83,139.17,139.74,143.62,151.61,150.31,152.89
2017-09-01,133.52,134.48,137.83,139.17,139.74,143.62,151.61,150.31,152.89,152.77
2017-09-08,134.48,137.83,139.17,139.74,143.62,151.61,150.31,152.89,152.77,155.71
2017-09-15,137.83,139.17,139.74,143.62,151.61,150.31,152.89,152.77,155.71,154.60
2017-09-22,139.17,139.74,143.62,151.61,150.31,152.89,152.77,155.71,154.60,150.78
2017-09-29,139.74,143.62,151.61,150.31,152.89,152.77,155.71,154.60,150.78,149.05
2017-10-06,143.62,151.61,150.31,152.89,152.77,155.71,154.60,150.78,149.05,149.31
2017-10-13,151.61,150.31,152.89,152.77,155.71,154.60,150.78,149.05,149.31,152.06
2017-10-20,150.31,152.89,152.77,155.71,154.60,150.78,149.05,149.31,152.06,151.55
2017-10-27,152.89,152.77,155.71,154.60,150.78,149.05,149.31,152.06,151.55,150.96
2017-11-03,152.77,155.71,154.60,150.78,149.05,149.31,152.06,151.55,150.96,150.36
2017-11-10,155.71,154.60,150.78,149.05,149.31,152.06,151.55,150.96,150.36,152.00
2017-11-17,154.60,150.78,149.05,149.31,152.06,151.55,150.96,150.36,152.00,153.84
2017-11-24,150.78,149.05,149.31,152.06,151.55,150.96,150.36,152.00,153.84,156.09
2017-12-01,149.05,149.31,152.06,151.55,150.96,150.36,152.00,153.84,156.09,164.22
2017-12-08,149.31,152.06,151.55,150.96,150.36,152.00,153.84,156.09,164.22,166.27
2017-12-15,152.06,151.55,150.96,150.36,152.00,153.84,156.09,164.22,166.27,166.45
2017-12-22,151.55,150.96,150.36,152.00,153.84,156.09,164.22,166.27,166.45,163.99
2017-12-29,150.96,150.36,152.00,153.84,156.09,164.22,166.27,166.45,163.99,158.42
2018-01-05,150.36,152.00,153.84,156.09,164.22,166.27,166.45,163.99,158.42,155.44
2018-01-12,152.00,153.84,156.09,164.22,166.27,166.45,163.99,158.42,155.44,149.77
2018-01-19,153.84,156.09,164.22,166.27,166.45,163.99,158.42,155.44,149.77,148.57
2018-01-26,156.09,164.22,166.27,166.45,163.99,158.42,155.44,149.77,148.57,149.34
2018-02-02,164.22,166.27,166.45,163.99,158.42,155.44,149.77,148.57,149.34,149.40
2018-02-09,166.27,166.45,163.99,158.42,155.44,149.77,148.57,149.34,149.40,149.99
2018-02-16,166.45,163.99,158.42,155.44,149.77,148.57,149.34,149.40,149.99,149.97
2018-02-23,163.99,158.42,155.44,149.77,148.57,149.34,149.40,149.99,149.97,150.29
2018-03-02,158.42,155.44,149.77,148.57,149.34,149.40,149.99,149.97,150.29,154.42
2018-03-09,155.44,149.77,148.57,149.34,149.40,149.99,149.97,150.29,154.42,149.74
2018-03-16,149.77,148.57,149.34,149.40,149.99,149.97,150.29,154.42,149.74,149.42
2018-03-23,148.57,149.34,149.40,149.99,149.97,150.29,154.42,149.74,149.42,144.00
2018-03-30,149.34,149.40,149.99,149.97,150.29,154.42,149.74,149.42,144.00,142.17
2018-04-06,149.40,149.99,149.97,150.29,154.42,149.74,149.42,144.00,142.17,144.13
2018-04-13,149.99,149.97,150.29,154.42,149.74,149.42,144.00,142.17,144.13,145.21
2018-04-20,149.97,150.29,154.42,149.74,149.42,144.00,142.17,144.13,145.21,147.52
2018-04-27,150.29,154.42,149.74,149.42,144.00,142.17,144.13,145.21,147.52,149.86
2018-05-04,154.42,149.74,149.42,144.00,142.17,144.13,145.21,147.52,149.86,153.31
2018-05-11,149.74,149.42,144.00,142.17,144.13,145.21,147.52,149.86,153.31,152.08
2018-05-18,149.42,144.00,142.17,144.13,145.21,147.52,149.86,153.31,152.08,152.80
2018-05-25,144.00,142.17,144.13,145.21,147.52,149.86,153.31,152.08,152.80,151.34
2018-06-01,142.17,144.13,145.21,147.52,149.86,153.31,152.08,152.80,151.34,153.76
2018-06-08,144.13,145.21,147.52,149.86,153.31,152.08,152.80,151.34,153.76,154.39
2018-06-15,145.21,147.52,149.86,153.31,152.08,152.80,151.34,153.76,154.39,155.69
2018-06-22,147.52,149.86,153.31,152.08,152.80,151.34,153.76,154.39,155.69,154.69
2018-06-29,149.86,153.31,152.08,152.80,151.34,153.76,154.39,155.69,154.69,153.19
2018-07-06,153.31,152.08,152.80,151.34,153.76,154.39,155.69,154.69,153.19,151.99
2018-07-13,152.08,152.80,151.34,153.76,154.39,155.69,154.69,153.19,151.99,154.09
2018-07-20,152.80,151.34,153.76,154.39,155.69,154.69,153.19,151.99,154.09,154.24
2018-07-27,151.34,153.76,154.39,155.69,154.69,153.19,151.99,154.09,154.24,155.73
2018-08-03,153.76,154.39,155.69,154.69,153.19,151.99,154.09,154.24,155.73,157.52
2018-08-10,154.39,155.69,154.69,153.19,151.99,154.09,154.24,155.73,157.52,159.02
2018-08-17,155.69,154.69,153.19,151.99,154.09,154.24,155.73,157.52,159.02,161.60
2018-08-24,154.69,153.19,151.99,154.09,154.24,155.73,157.52,159.02,161.60,163.86
2018-08-31,153.19,151.99,154.09,154.24,155.73,157.52,159.02,161.60,163.86,162.09
2018-09-07,151.99,154.09,154.24,155.73,157.52,159.02,161.60,163.86,162.09,163.17
2018-09-14,154.09,154.24,155.73,157.52,159.02,161.60,163.86,162.09,163.17,163.16
2018-09-21,154.24,155.73,157.52,159.02,161.60,163.86,162.09,163.17,163.16,163.53
2018-09-28,155.73,157.52,159.02,161.60,163.86,162.09,163.17,163.16,163.53,161.09
2018-10-05,157.52,159.02,161.60,163.86,162.09,163.17,163.16,163.53,161.09,160.71
2018-10-12,159.02,161.60,163.86,162.09,163.17,163.16,163.53,161.09,160.71,161.71
2018-10-19,161.60,163.86,162.09,163.17,163.16,163.53,161.09,160.71,161.71,162.34
2018-10-26,163.86,162.09,163.17,163.16,163.53,161.09,160.71,161.71,162.34,163.35
2018-11-02,162.09,163.17,163.16,163.53,161.09,160.71,161.71,162.34,163.35,162.11
2018-11-09,163.17,163.16,163.53,161.09,160.71,161.71,162.34,163.35,162.11,159.33
2018-11-16,163.16,163.53,161.09,160.71,161.71,162.34,163.35,162.11,159.33,155.43
2018-11-23,163.53,161.09,160.71,161.71,162.34,163.35,162.11,159.33,155.43,147.20
2018-11-30,161.09,160.71,161.71,162.34,163.35,162.11,159.33,155.43,147.20,140.05
2018-12-07,160.71,161.71,162.34,163.35,162.11,159.33,155.43,147.20,140.05,143.28
2018-12-14,161.71,162.34,163.35,162.11,159.33,155.43,147.20,140.05,143.28,142.29
2018-12-21,162.34,163.35,162.11,159.33,155.43,147.20,140.05,143.28,142.29,143.47
2018-12-28,163.35,162.11,159.33,155.43,147.20,140.05,143.28,142.29,143.47,141.48
2019-01-04,162.11,159.33,155.43,147.20,140.05,143.28,142.29,143.47,141.48,140.24
2019-01-11,159.33,155.43,147.20,140.05,143.28,142.29,143.47,141.48,140.24,140.36
2019-01-18,155.43,147.20,140.05,143.28,142.29,143.47,141.48,140.24,140.36,139.84
2019-01-25,147.20,140.05,143.28,142.29,143.47,141.48,140.24,140.36,139.84,140.83
2019-02-01,140.05,143.28,142.29,143.47,141.48,140.24,140.36,139.84,140.83,141.10
2019-02-08,143.28,142.29,143.47,141.48,140.24,140.36,139.84,140.83,141.10,141.10
2019-02-15,142.29,143.47,141.48,140.24,140.36,139.84,140.83,141.10,141.10,142.74
2019-02-22,143.47,141.48,140.24,140.36,139.84,140.83,141.10,141.10,142.74,142.49
2019-03-01,141.48,140.24,140.36,139.84,140.83,141.10,141.10,142.74,142.49,143.35
2019-03-08,140.24,140.36,139.84,140.83,141.10,141.10,142.74,142.49,143.35,144.22
2019-03-15,140.36,139.84,140.83,141.10,141.10,142.74,142.49,143.35,144.22,144.80
2019-03-22,139.84,140.83,141.10,141.10,142.74,142.49,143.35,144.22,144.80,146.13
2019-03-29,140.83,141.10,141.10,142.74,142.49,143.35,144.22,144.80,146.13,145.21
2019-04-05,141.10,141.10,142.74,142.49,143.35,144.22,144.80,146.13,145.21,145.21
2019-04-12,141.10,142.74,142.49,143.35,144.22,144.80,146.13,145.21,145.21,149.27
2019-04-19,142.74,142.49,143.35,144.22,144.80,146.13,145.21,145.21,149.27,149.56
2019-04-26,142.49,143.35,144.22,144.80,146.13,145.21,145.21,149.27,149.56,149.88
2019-05-03,143.35,144.22,144.80,146.13,145.21,145.21,149.27,149.56,149.88,150.35
2019-05-10,144.22,144.80,146.13,145.21,145.21,149.27,149.56,149.88,150.35,149.77
2019-05-17,144.80,146.13,145.21,145.21,149.27,149.56,149.88,150.35,149.77,148.56
2019-05-24,146.13,145.21,145.21,149.27,149.56,149.88,150.35,149.77,148.56,148.97
2019-05-31,145.21,145.21,149.27,149.56,149.88,150.35,149.77,148.56,148.97,147.35
2019-06-07,145.21,149.27,149.56,149.88,150.35,149.77,148.56,148.97,147.35,147.35
2019-06-14,149.27,149.56,149.88,150.35,149.77,148.56,148.97,147.35,147.35,144.51
2019-06-21,149.56,149.88,150.35,149.77,148.56,148.97,147.35,147.35,144.51,143.47
2019-06-28,149.88,150.35,149.77,148.56,148.97,147.35,147.35,144.51,143.47,145.92
2019-07-05,150.35,149.77,148.56,148.97,147.35,147.35,144.51,143.47,145.92,146.59
2019-07-12,149.77,148.56,148.97,147.35,147.35,144.51,143.47,145.92,146.59,145.71
2019-07-19,148.56,148.97,147.35,147.35,144.51,143.47,145.92,146.59,145.71,145.81
2019-07-26,148.97,147.35,147.35,144.51,143.47,145.92,146.59,145.71,145.81,145.65
2019-08-02,147.35,147.35,144.51,143.47,145.92,146.59,145.71,145.81,145.65,144.01
2019-08-09,147.35,144.51,143.47,145.92,146.59,145.71,145.81,145.65,144.01,141.38
2019-08-16,144.51,143.47,145.92,146.59,145.71,145.81,145.65,144.01,141.38,140.69
2019-08-23,143.47,145.92,146.59,145.71,145.81,145.65,144.01,141.38,140.69,139.90
2019-08-30,145.92,146.59,145.71,145.81,145.65,144.01,141.38,140.69,139.90,137.70
2019-09-06,146.59,145.71,145.81,145.65,144.01,141.38,140.69,139.90,137.70,139.71
2019-09-13,145.71,145.81,145.65,144.01,141.38,140.69,139.90,137.70,139.71,139.71
2019-09-20,145.81,145.65,144.01,141.38,140.69,139.90,137.70,139.71,139.71,138.99
2019-09-27,145.65,144.01,141.38,140.69,139.90,137.70,139.71,139.71,138.99,139.47
2019-10-04,144.01,141.38,140.69,139.90,137.70,139.71,139.71,138.99,139.47,139.92
2019-10-11,141.38,140.69,139.90,137.70,139.71,139.71,138.99,139.47,139.92,139.60
2019-10-18,140.69,139.90,137.70,139.71,139.71,138.99,139.47,139.92,139.60,137.72
2019-10-25,139.90,137.70,139.71,139.71,138.99,139.47,139.92,139.60,137.72,137.12
2019-11-01,137.70,139.71,139.71,138.99,139.47,139.92,139.60,137.72,137.12,137.48
2019-11-08,139.71,139.71,138.99,139.47,139.92,139.60,137.72,137.12,137.48,138.29
2019-11-15,139.71,138.99,139.47,139.92,139.60,137.72,137.12,137.48,138.29,140.28
2019-11-22,138.99,139.47,139.92,139.60,137.72,137.12,137.48,138.29,140.28,144.13
2019-11-29,139.47,139.92,139.60,137.72,137.12,137.48,138.29,140.28,144.13,144.35
2019-12-06,139.92,139.60,137.72,137.12,137.48,138.29,140.28,144.13,144.35,143.16
2019-12-13,139.60,137.72,137.12,137.48,138.29,140.28,144.13,144.35,143.16,142.52
2019-12-20,137.72,137.12,137.48,138.29,140.28,144.13,144.35,143.16,142.52,141.02
2019-12-27,137.12,137.48,138.29,140.28,144.13,144.35,143.16,142.52,141.02,139.54
2020-01-03,137.48,138.29,140.28,144.13,144.35,143.16,142.52,141.02,139.54,139.76
2020-01-10,138.29,140.28,144.13,144.35,143.16,142.52,141.02,139.54,139.76,139.48
2020-01-17,140.28,144.13,144.35,143.16,142.52,141.02,139.54,139.76,139.48,139.13
2020-01-24,144.13,144.35,143.16,142.52,141.02,139.54,139.76,139.48,139.13,139.10
2020-01-31,144.35,143.16,142.52,141.02,139.54,139.76,139.48,139.13,139.10,139.10
2020-02-07,143.16,142.52,141.02,139.54,139.76,139.48,139.13,139.10,139.10,135.26
2020-02-14,142.52,141.02,139.54,139.76,139.48,139.13,139.10,139.10,135.26,133.10
2020-02-21,141.02,139.54,139.76,139.48,139.13,139.10,139.10,135.26,133.10,131.50
2020-02-28,139.54,139.76,139.48,139.13,139.10,139.10,135.26,133.10,131.50,131.79
2020-03-06,139.76,139.48,139.13,139.10,139.10,135.26,133.10,131.50,131.79,130.69
2020-03-13,139.48,139.13,139.10,139.10,135.26,133.10,131.50,131.79,130.69,131.27
2020-03-20,139.13,139.10,139.10,135.26,133.10,131.50,131.79,130.69,131.27,132.63
2020-03-27,139.10,139.10,135.26,133.10,131.50,131.79,130.69,131.27,132.63,131.34
